Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.02.20 23:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-12) ** Tampa International Ap FL USA TMY3 WMO#=722110

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over         0.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,0.00,0.00,0.00
,Net Site Energy,0.00,0.00,0.00
,Total Source Energy,0.00,0.00,0.00
,Net Source Energy,0.00,0.00,0.00


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,10200.00
,Net Conditioned Building Area,9946.10
,Unconditioned Building Area,253.90


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,2FXOFFICEXAC:OFFICE,10404.87,11965.61,54.90,0.846,0.973,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 16:30:00,24.00,24.00,0.01008,32.20,0.01836,0.412,0.00
,2FXLABXRESTROOM1:LAB,3714.15,4271.27,42.70,0.302,0.347,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 15:30:00,24.00,24.00,0.01011,32.62,0.01836,0.161,0.00
,2FXLAB1:ZONE1,4684.55,5387.23,55.28,0.381,0.438,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 10:00:00,24.00,24.00,0.00999,30.96,0.01958,0.156,0.00
,2FXOFFICEXLABQ1:OFFICE,8363.93,9618.52,64.56,0.680,0.782,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 16:30:00,24.00,24.00,0.00992,32.20,0.01836,0.281,0.00
,2FXOFFICEXLABQ1:LAB,2925.41,3364.22,45.24,0.238,0.274,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.01005,31.96,0.01836,0.119,0.00
,2FXMEETINGROOM1:ZONE1,6254.65,7192.84,82.68,0.509,0.585,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01070,33.20,0.01959,0.550,0.00
,3FXLAB:ZONE1,3510.98,4037.63,58.05,0.286,0.328,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 10:00:00,24.00,24.00,0.00994,30.96,0.01958,0.112,0.00
,3FXLABXRESTROOM:LAB,2767.47,3182.58,44.57,0.225,0.259,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.01014,31.78,0.01958,0.115,0.00
,3FXMEETINGROOM:ZONE1,6483.40,7455.91,85.71,0.528,0.607,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01064,33.20,0.01959,0.550,0.00
,2FXFFCXC1XDYLGHT:OFFICE,11373.53,13079.55,60.01,0.925,1.064,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.00998,31.96,0.01836,0.412,0.00
,3FXOFFICEXLAB1:OFFICE,4743.70,5455.26,59.70,0.386,0.444,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) AUG,8/15 18:00:00,24.00,24.00,0.01002,31.41,0.01853,0.173,0.00
,3FXOFFICEXLAB1:LAB,2021.78,2325.05,48.73,0.164,0.189,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.01005,31.78,0.01958,0.077,0.00
,3FXOFFICEXLAB:OFFICE,8826.15,10150.07,58.39,0.718,0.826,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,24.00,24.00,0.01001,31.66,0.01836,0.328,0.00
,3FXOFFICEXLAB:LAB,4290.26,4933.80,45.82,0.349,0.401,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 15:00:00,24.00,24.00,0.01004,32.80,0.01836,0.173,0.00
,3FXLABXRESTROOM1:LAB,5256.32,6044.76,44.50,0.428,0.492,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 14:30:00,24.00,24.00,0.01006,32.80,0.01836,0.218,0.00
,3FXLAB1:ZONE1,6586.66,7574.66,57.24,0.536,0.616,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 10:00:00,24.00,24.00,0.00994,30.96,0.01958,0.212,0.00
,3FXMEETINGROOM1:ZONE1,6359.99,7313.99,84.07,0.518,0.595,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01068,33.20,0.01959,0.550,0.00
,4FXLAB:ZONE1,4314.33,4961.48,57.03,0.351,0.404,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.00990,31.78,0.01958,0.140,0.00
,4FXLABXRESTROOM:LAB,3395.21,3904.49,43.72,0.276,0.318,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.01016,31.78,0.01958,0.143,0.00
,4FXMEETINGROOM:ZONE1,5496.97,6321.52,86.54,0.447,0.515,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01063,33.20,0.01959,0.462,0.00
,4FXOFFICEXLAB:OFFICE,12434.20,14299.33,71.37,1.011,1.163,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,24.00,24.00,0.00983,31.66,0.01836,0.378,0.00
,4FXOFFICEXLAB:LAB,4284.43,4927.10,54.13,0.349,0.401,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.00996,31.78,0.01958,0.146,0.00
,4FXOFFICEXLAB1:OFFICE,10749.06,12361.42,62.45,0.874,1.006,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.00995,31.96,0.01836,0.374,0.00
,4FXOFFICEXLAB1:LAB,3974.40,4570.56,48.44,0.323,0.372,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 14:30:00,24.00,24.00,0.00998,32.80,0.01836,0.151,0.00
,4FXLABXRESTROOMQ1:LAB,3733.40,4293.41,42.92,0.304,0.349,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 16:30:00,24.00,24.00,0.01010,32.20,0.01836,0.161,0.00
,4FXLAB1:ZONE1,6459.54,7428.48,58.32,0.525,0.604,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 10:30:00,24.00,24.00,0.00991,31.40,0.01958,0.204,0.00
,4FXMEETINGROOM1:ZONE1,5423.56,6237.10,85.39,0.441,0.508,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01065,33.20,0.01959,0.462,0.00
,4FXFFCXCXDYLGHTNG:OFFICE,10834.37,12459.52,54.07,0.881,1.014,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.01009,31.96,0.01836,0.435,0.00
,4FXOFFICEXAC1:OFFICE,10543.86,12125.44,52.62,0.858,0.986,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.01011,31.96,0.01836,0.435,0.00
,5FXOFFICEXAC:OFFICE,10273.95,11815.04,54.20,0.836,0.961,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,24.00,24.00,0.01009,31.66,0.01836,0.412,0.00
,5FXFFCXC1XDYLGHTNG:OFFICE,10363.86,11918.44,54.68,0.843,0.970,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 18:00:00,24.00,24.00,0.01008,31.36,0.01836,0.412,0.00
,5FXOFFICEXLAB:OFFICE,7148.95,8221.29,61.82,0.582,0.669,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,24.00,24.00,0.00996,31.66,0.01836,0.251,0.00
,5FXOFFICEXLAB:LAB,2735.97,3146.37,48.87,0.223,0.256,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.00997,31.96,0.01836,0.103,0.00
,5FXOFFICEXLABQ1:OFFICE,7630.47,8775.04,65.98,0.621,0.714,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 18:00:00,24.00,24.00,0.00991,31.36,0.01836,0.251,0.00
,5FXOFFICEXLABQ1:LAB,2759.54,3173.47,49.30,0.224,0.258,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.01004,31.78,0.01958,0.103,0.00
,5FXLABXRESTROOM:LAB,3589.39,4127.80,46.22,0.292,0.336,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.01010,31.78,0.01958,0.143,0.00
,5FXLAB:ZONE1,7621.82,8765.09,62.79,0.620,0.713,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.00982,31.78,0.01958,0.224,0.00
,5FXMEETINGROOM:ZONE1,6584.77,7572.49,87.05,0.536,0.616,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01062,33.20,0.01959,0.550,0.00
,5FXMEETINGROOM1:ZONE1,6624.30,7617.94,87.57,0.539,0.620,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01061,33.20,0.01959,0.550,0.00
,5FXLAB1:ZONE1,4428.97,5093.32,58.55,0.360,0.414,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 16:00:00,24.00,24.00,0.00988,32.85,0.01959,0.140,0.00
,5FXLABXRESTROOM1:LAB,3530.47,4060.04,45.47,0.287,0.330,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 17:30:00,24.00,24.00,0.01011,32.08,0.01958,0.143,0.00
,3FXFFCXCXDYLGHTNG:OFFICE,10792.45,12411.31,58.62,0.878,1.010,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.01001,31.96,0.01836,0.400,0.00
,3FXOFFICEXAC1:OFFICE,9766.02,11230.93,53.04,0.794,0.914,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.01011,31.96,0.01836,0.400,0.00
,BASEMENT2:B1XSERVERROOM,2811.79,3233.56,9.14,0.229,0.263,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,BASEMENT2:B1XCORRIDOR,5468.37,6288.62,10.93,0.445,0.512,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01409,30.25,0.01958,0.000,0.00
,BASEMENT2:B1XEQUIPMENTROOM,990.37,1138.93,9.43,0.081,0.093,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01504,30.25,0.01958,0.000,0.00
,1FXLECTUREXRESTROOM:RESTROOM,445.15,511.92,18.98,0.036,0.500,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.500,0.00
,1FXSERVICEROOM:ZONE1,932.23,1072.06,15.15,0.076,0.087,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01315,30.25,0.01958,0.000,0.00
,2FXLABXRESTROOM:RESTROOM,413.92,476.01,22.07,0.034,0.039,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,2FXOFFICEXLAB:AC,389.93,448.42,25.29,0.032,0.036,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 15:00:00,24.00,24.00,0.01892,33.20,0.01959,0.000,0.00
,2FXLABXRESTROOM1:RESTROOM,598.97,688.82,22.80,0.049,0.056,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,2FXOFFICEXLABQ1:AC,369.70,425.15,23.97,0.030,0.035,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,3FXLABXRESTROOM:RESTROOM,412.63,474.52,22.01,0.034,0.039,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,3FXOFFICEXLAB1:AC,325.17,373.95,21.09,0.026,0.030,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,3FXOFFICEXLAB:RESTROOM,327.40,376.51,21.23,0.027,0.031,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,3FXLABXRESTROOM1:RESTROOM,798.31,918.06,22.38,0.065,0.075,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,4FXLABXRESTROOM:RESTROOM,513.51,590.54,21.90,0.042,0.048,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,4FXOFFICEXLAB:AC,337.08,387.64,21.86,0.027,0.032,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,4FXOFFICEXLAB1:AC,330.75,380.37,21.45,0.027,0.031,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,4FXLABXRESTROOMQ1:RESTROOM,571.88,657.66,21.77,0.047,0.053,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,5FXOFFICEXLAB:AC,370.05,425.56,24.01,0.030,0.035,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,5FXOFFICEXLABQ1:AC,370.36,425.91,24.02,0.030,0.035,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,5FXLABXRESTROOM:RESTROOM,573.76,659.82,24.47,0.047,0.054,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
,5FXLABXRESTROOM1:RESTROOM,584.13,671.75,24.91,0.048,0.055,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.000,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


Space Sensible Heating

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Heating

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,BASEMENT2:B1XCORE,0.00,0.00,0.00,0.000,0.074,,00:30:00,20.00,24.00,0.01892,28.19,0.01958,0.074,0.00
,BASEMENT2:B1XGYM,0.00,0.00,0.00,0.000,0.125,,00:30:00,20.00,24.00,0.01597,28.19,0.01958,0.125,-14.97
,BASEMENT2:B1XSHOP,0.00,0.00,0.00,0.000,0.344,,00:30:00,20.00,23.99,0.01583,28.19,0.01958,0.344,-40.61
,BASEMENT2:B1XCANTEEN,0.00,0.00,0.00,0.000,1.889,,00:30:00,20.00,23.99,0.01638,28.19,0.01958,1.889,-224.03
,1FXEXHIBITION:ZONE1,0.00,0.00,0.00,0.000,0.621,,00:30:00,20.00,23.99,0.01387,28.19,0.01958,0.621,0.00
,1FXRECEPTION:ZONE1,0.00,0.00,0.00,0.000,0.112,,00:30:00,20.00,23.99,0.01406,28.19,0.01958,0.112,0.00
,1FXACCEEORYROOM:ZONE1,0.00,0.00,0.00,0.000,0.021,,00:30:00,20.00,23.99,0.01383,28.19,0.01958,0.021,0.00
,1FXHALL:ZONE1,0.00,0.00,0.00,0.000,0.509,,00:30:00,20.00,23.99,0.01433,28.19,0.01958,0.509,0.00
,1FXLECTUREHALL:ZONE2,0.00,0.00,0.00,0.000,0.411,,00:30:00,20.00,23.99,0.01399,28.19,0.01958,0.411,0.00
,1FXLECTUREXRESTROOM:LECTURE,0.00,0.00,0.00,0.000,0.184,,00:30:00,20.00,24.00,0.01446,28.19,0.01958,0.184,0.00
,1FXACCESSORYROOM:ZONE1,0.00,0.00,0.00,0.000,0.021,,00:30:00,20.00,23.99,0.01383,28.19,0.01958,0.021,0.00
,1FXOFFICE:ZONE1,0.00,0.00,0.00,0.000,0.441,,00:30:00,20.00,23.99,0.01353,28.19,0.01958,0.441,0.00
,2FXLAB:ZONE1,0.00,0.00,0.00,0.000,0.112,,00:30:00,20.00,23.99,0.01282,28.19,0.01958,0.112,0.00
,2FXLABXRESTROOM:LAB,0.00,0.00,0.00,0.000,0.115,,00:30:00,20.00,23.99,0.01362,28.19,0.01958,0.115,0.00
,2FXOFFICEXLAB:OFFICE,0.00,0.00,0.00,0.000,0.201,,00:30:00,20.00,23.99,0.01340,28.19,0.01958,0.201,0.00
,2FXOFFICEXLAB:LAB,0.00,0.00,0.00,0.000,0.077,,00:30:00,20.00,23.99,0.01329,28.19,0.01958,0.077,0.00
,2FXMEETINGROOM:ZONE1,0.00,0.00,0.00,0.000,0.550,,00:30:00,20.00,23.99,0.01275,28.19,0.01958,0.550,0.00
,2FXOFFICEXAC:OFFICE,0.00,0.00,0.00,0.000,0.412,,00:30:00,20.00,23.99,0.01367,28.19,0.01958,0.412,0.00
,2FXLABXRESTROOM1:LAB,0.00,0.00,0.00,0.000,0.161,,00:30:00,20.00,23.99,0.01378,28.19,0.01958,0.161,0.00
,2FXLAB1:ZONE1,0.00,0.00,0.00,0.000,0.156,,00:30:00,20.00,23.99,0.01308,28.19,0.01958,0.156,0.00
,2FXOFFICEXLABQ1:OFFICE,0.00,0.00,0.00,0.000,0.281,,00:30:00,20.00,23.99,0.01358,28.19,0.01958,0.281,0.00
,2FXOFFICEXLABQ1:LAB,0.00,0.00,0.00,0.000,0.119,,00:30:00,20.00,23.99,0.01360,28.19,0.01958,0.119,0.00
,2FXMEETINGROOM1:ZONE1,0.00,0.00,0.00,0.000,0.550,,00:30:00,20.00,23.99,0.01279,28.19,0.01958,0.550,0.00
,3FXLAB:ZONE1,0.00,0.00,0.00,0.000,0.112,,00:30:00,20.00,23.99,0.01265,28.19,0.01958,0.112,0.00
,3FXLABXRESTROOM:LAB,0.00,0.00,0.00,0.000,0.115,,00:30:00,20.00,23.99,0.01353,28.19,0.01958,0.115,0.00
,3FXMEETINGROOM:ZONE1,0.00,0.00,0.00,0.000,0.550,,00:30:00,20.00,23.99,0.01262,28.19,0.01958,0.550,0.00
,2FXFFCXC1XDYLGHT:OFFICE,0.00,0.00,0.00,0.000,0.412,,00:30:00,20.00,23.99,0.01367,28.19,0.01958,0.412,0.00
,3FXOFFICEXLAB1:OFFICE,0.00,0.00,0.00,0.000,0.173,,00:30:00,20.00,23.99,0.01319,28.19,0.01958,0.173,0.00
,3FXOFFICEXLAB1:LAB,0.00,0.00,0.00,0.000,0.077,,00:30:00,20.00,23.99,0.01327,28.19,0.01958,0.077,0.00
,3FXOFFICEXLAB:OFFICE,0.00,0.00,0.00,0.000,0.328,,00:30:00,20.00,23.99,0.01355,28.19,0.01958,0.328,0.00
,3FXOFFICEXLAB:LAB,0.00,0.00,0.00,0.000,0.173,,00:30:00,20.00,23.99,0.01370,28.19,0.01958,0.173,0.00
,3FXLABXRESTROOM1:LAB,0.00,0.00,0.00,0.000,0.218,,00:30:00,20.00,23.99,0.01381,28.19,0.01958,0.218,0.00
,3FXLAB1:ZONE1,0.00,0.00,0.00,0.000,0.212,,00:30:00,20.00,23.99,0.01296,28.19,0.01958,0.212,0.00
,3FXMEETINGROOM1:ZONE1,0.00,0.00,0.00,0.000,0.550,,00:30:00,20.00,23.99,0.01267,28.19,0.01958,0.550,0.00
,4FXLAB:ZONE1,0.00,0.00,0.00,0.000,0.140,,00:30:00,20.00,23.99,0.01272,28.19,0.01958,0.140,0.00
,4FXLABXRESTROOM:LAB,0.00,0.00,0.00,0.000,0.143,,00:30:00,20.00,23.99,0.01364,28.19,0.01958,0.143,0.00
,4FXMEETINGROOM:ZONE1,0.00,0.00,0.00,0.000,0.462,,00:30:00,20.00,23.99,0.01253,28.19,0.01958,0.462,0.00
,4FXOFFICEXLAB:OFFICE,0.00,0.00,0.00,0.000,0.378,,00:30:00,20.00,23.99,0.01356,28.19,0.01958,0.378,0.00
,4FXOFFICEXLAB:LAB,0.00,0.00,0.00,0.000,0.146,,00:30:00,20.00,23.99,0.01347,28.19,0.01958,0.146,0.00
,4FXOFFICEXLAB1:OFFICE,0.00,0.00,0.00,0.000,0.374,,00:30:00,20.00,23.99,0.01358,28.19,0.01958,0.374,0.00
,4FXOFFICEXLAB1:LAB,0.00,0.00,0.00,0.000,0.151,,00:30:00,20.00,23.99,0.01358,28.19,0.01958,0.151,0.00
,4FXLABXRESTROOMQ1:LAB,0.00,0.00,0.00,0.000,0.161,,00:30:00,20.00,23.99,0.01370,28.19,0.01958,0.161,0.00
,4FXLAB1:ZONE1,0.00,0.00,0.00,0.000,0.204,,00:30:00,20.00,23.99,0.01292,28.19,0.01958,0.204,0.00
,4FXMEETINGROOM1:ZONE1,0.00,0.00,0.00,0.000,0.462,,00:30:00,20.00,23.99,0.01256,28.19,0.01958,0.462,0.00
,4FXFFCXCXDYLGHTNG:OFFICE,0.00,0.00,0.00,0.000,0.435,,00:30:00,20.00,23.99,0.01348,28.19,0.01958,0.435,0.00
,4FXOFFICEXAC1:OFFICE,0.00,0.00,0.00,0.000,0.435,,00:30:00,20.00,23.99,0.01348,28.19,0.01958,0.435,0.00
,5FXOFFICEXAC:OFFICE,0.00,0.00,0.00,0.000,0.412,,00:30:00,20.00,23.99,0.01337,28.19,0.01958,0.412,0.00
,5FXFFCXC1XDYLGHTNG:OFFICE,0.00,0.00,0.00,0.000,0.412,,00:30:00,20.00,23.99,0.01338,28.19,0.01958,0.412,0.00
,5FXOFFICEXLAB:OFFICE,0.00,0.00,0.00,0.000,0.251,,00:30:00,20.00,23.99,0.01332,28.19,0.01958,0.251,0.00
,5FXOFFICEXLAB:LAB,0.00,0.00,0.00,0.000,0.103,,00:30:00,20.00,23.99,0.01335,28.19,0.01958,0.103,0.00
,5FXOFFICEXLABQ1:OFFICE,0.00,0.00,0.00,0.000,0.251,,00:30:00,20.00,23.99,0.01329,28.19,0.01958,0.251,0.00
